Program,Fault
"#include <vector>
#include <numeric>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = std::accumulate(numbers.begin(), numbers.end(), 0);
    // Incorrectly multiply the sum by 2 instead of returning it.
    sum *= 2;
    return sum;
}",sum *= 2;
"#include <iomanip> 
#include <sstream> 
#include <algorithm> 

int main() { 
    std::stringstream ss;
    double value = 123.456789; 
    ss << std::fixed << std::setprecision(3) << value; 
    std::string str = ss.str(); 

    double recovered_value;
    ss.clear();
    ss.str(str);
    ss >> recovered_value; 

    if (recovered_value == value) { 
        std::cout << ""Conversion successful!"" << std::endl; 
    } else { 
        std::cout << ""Conversion failed!"" << std::endl; 
    }

    return 0; 
}",if (recovered_value == value)
"#include <algorithm>
#include <vector>
#include <iostream>

int main() {
    std::vector<int> data = {1, 2, 3, 4, 5};
    std::vector<int> even_numbers;

    for (int i = 0; i < data.size(); ++i) {
        if (data[i] % 2 == 0) {
            even_numbers.push_back(data[i]);
        }
    }

    // Sort even numbers in descending order
    std::sort(even_numbers.begin(), even_numbers.end(), std::greater<int>());

    std::cout << ""Even numbers in descending order: "";
    for (int i = 0; i < even_numbers.size(); ++i) {
        std::cout << even_numbers[i] << (i == even_numbers.size() - 1 ? """" : "", "");
    }
    std::cout << std::endl;

    return 0;
}","std::sort(even_numbers.begin(), even_numbers.end(), std::greater<int>());"
"#include <iostream>
#include <string>

int main() {
    std::string message = ""Hello, world!\n"";
    size_t pos = message.find(""world!"");
    if (pos != std::string::npos) {
        message.replace(pos, 6, ""universe!"");
    }
    std::cout << message << std::endl;
    return 0;
}","message.replace(pos, 6, ""universe!"");"
"#include <algorithm>
#include <vector>
#include <iostream>

int main() {
    std::vector<int> data = {5, 2, 8, 1, 9, 4};
    int target = 7;

    auto it = std::find(data.begin(), data.end(), target);

    if (it != data.end()) {
        std::cout << ""Target found at index: "" << std::distance(data.begin(), it) << std::endl;
    } else {
        std::cout << ""Target not found."" << std::endl;
    }

    // Calculate sum of elements greater than target
    int sum = 0;
    for (int i = 0; i < data.size(); ++i) {
        if (data[i] > target) {
            sum += data[i];
        }
    }

    std::cout << ""Sum of elements greater than target: "" << sum << std::endl;

    return 0;
}",if (data[i] > target)
"#include <cmath>
#include <iostream>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    double expected_area = 78.5398;

    if (std::abs(area - expected_area) > 0.0001) {
        std::cout << ""Area is "" << area << std::endl;
    } else {
        std::cout << ""Area is approximately correct: "" << area << std::endl;
    }
    
    double circumference = 2 * M_PI * radius;
    double expected_circumference = 31.4159;

    if (std::abs(circumference - expected_circumference) > 0.0001) {
        std::cout << ""Circumference is "" << circumference << std::endl;
    } else {
        std::cout << ""Circumference is approximately correct: "" << circumference << std::endl;
    }
    return 0;
}",double area = M_PI * radius * radius;
"#include <iostream>
#include <map>
#include <string>

int main() {
    std::map<std::string, int> scores;
    scores[""Alice""] = 85;
    scores[""Bob""] = 92;
    scores[""Charlie""] = 78;

    std::string highest_scorer = """";
    int highest_score = -1;

    for (const auto& pair : scores) {
        if (pair.second > highest_score) {
            highest_score = pair.second;
            highest_scorer = pair.first;
        }
    }

    std::cout << ""Highest scorer: "" << highest_scorer << "" with score: "" << highest_score << std::endl;

    return 0;
}","    std::string highest_scorer = """";"
"#include <iostream>
#include <string>
#include <unordered_map>

int main() {
    std::unordered_map<std::string, int> counts;
    counts[""apple""] = 5;
    counts[""banana""] = 3;
    counts[""orange""] = 7;

    std::string fruit = ""grape"";
    int count = counts[fruit];
    std::cout << ""Count of "" << fruit << "": "" << count << std::endl;

    return 0;
}",int count = counts[fruit];
"#include <string>
#include <sstream>

std::string formatString(int value) {
    std::stringstream ss;
    ss << std::hex << value;
    std::string result = ss.str();
    return result;
}

int main() {
    int number = 255;
    std::string formatted = formatString(number);
    std::cout << ""The formatted value is: "" << formatted << std::endl;
    return 0;
}",    std::string formatted = formatString(number);
"#include <map>
#include <iostream>

int main() {
    std::map<std::string, int> ages;
    ages[""Alice""] = 30;
    ages[""Bob""] = 25;

    std::string name = ""Charlie"";
    int age = ages[name]; // Accessing non-existent key
    std::cout << ""Age of "" << name << "": "" << age << std::endl;

    return 0;
}",int age = ages[name];
"#include <vector>
#include <numeric>

int main() {
  std::vector<int> data = {1, 2, 3, 4, 5};
  int sum = 0;
  for (int i = 0; i <= data.size(); ++i) {
    sum += data[i];
  }
  std::cout << ""Sum: "" << sum << std::endl;
  return 0;
}","for (int i = 0; i <= data.size(); ++i) {
    sum += data[i];
  }"
"#include <vector>
#include <numeric>
#include <iostream>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    double sum = std::accumulate(numbers.begin(), numbers.end(), 0.0);
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",0.0
"#include <random>
#include <vector>
#include <algorithm>

int main() {
    std::random_device rd; 
    std::mt19937 gen(rd());
    std::uniform_int_distribution<> distrib(1, 10);

    std::vector<int> numbers(5);
    for (int i = 0; i < numbers.size(); ++i) {
        numbers[i] = distrib(gen);
    }

    // Calculate the average of the numbers
    double sum = 0;
    for (int i = 0; i < numbers.size(); ++i) {
        sum += numbers[i];
    }
    double average = sum / numbers.size();

    // Find the number closest to the average
    int closestNumber = numbers[0];
    double minDifference = std::abs(numbers[0] - average);

    for (int i = 1; i < numbers.size(); ++i) {
        double difference = std::abs(numbers[i] - average);
        if (difference < minDifference) {
            minDifference = difference;
            closestNumber = numbers[i];
        }
    }

    std::cout << ""Average: "" << average << std::endl;
    std::cout << ""Closest number to the average: "" << closestNumber << std::endl;
    return 0;
}",int closestNumber = numbers[0];
"#include <iostream>
#include <iomanip>

int main() {
    double pi = 3.14159;
    double radius = 5.0;
    double area = pi * radius * radius;
    std::cout << ""Area of the circle: "" << std::fixed << std::setprecision(2) << area << std::endl;
    return 0;
}",double area = pi * radius * radius;
"#include <vector>
#include <algorithm>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    
    // Calculate the sum of squares
    int sumOfSquares = 0;
    for (int i = 0; i < numbers.size(); ++i) {
        sumOfSquares += numbers[i] * numbers[i];
    }

    // Incorrectly calculate the square root
    double squareRoot = sqrt(sumOfSquares) / numbers.size(); //Potential loss of precision and incorrect scaling

    std::cout << ""Square root of sum of squares: "" << squareRoot << std::endl;
    
    return 0;
}",double squareRoot = sqrt(sumOfSquares) / numbers.size();
"#include <algorithm>
#include <vector>

int main() {
    std::vector<int> nums = {5, 2, 8, 1, 9, 4};
    int target = 7;

    std::vector<int> result;
    for (int num : nums) {
        if (target - num > 0) {
            result.push_back(num);
        }
    }

    if (result.empty()) {
        std::cout << ""No numbers found that, when subtracted from the target, result in a positive number.\n"";
    } else {
        std::cout << ""Numbers found: "";
        for (int i = 0; i < result.size(); ++i) {
            std::cout << result[i] << (i == result.size() - 1 ? """" : "", "");
        }
        std::cout << std::endl;
    }

    return 0;
}",if (target - num > 0)
"#include <iostream>
#include <cmath>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    std::cout << ""Area: "" << area << std::endl;

    // Calculate circumference
    double circumference = 2 * M_PI * radius;
    std::cout << ""Circumference: "" << circumference << std::endl;

    // Incorrectly calculating diameter
    double diameter = circumference / M_PI;
    std::cout << ""Diameter: "" << diameter << std::endl;
    return 0;
}",double diameter = circumference / M_PI;
"#include <iostream>
#include <cmath>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    std::cout << ""Area: "" << area << std::endl;

    // Incorrectly calculating circumference using area formula
    double circumference = sqrt(area) * 2.0 * M_PI;
    std::cout << ""Circumference: "" << circumference << std::endl;

    return 0;
}",double circumference = sqrt(area) * 2.0 * M_PI;
"#include <iostream>
#include <cmath>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    std::cout << ""The area of a circle with radius "" << radius << "" is approximately: "" << area << std::endl;
    
    double circumference = 2 * M_PI * radius;
    std::cout << ""The circumference of a circle with radius "" << radius << "" is approximately: "" << circumference << std::endl;
    
    double perimeter = 2 * radius + 2 * radius; // Fault: Incorrect calculation of perimeter, should use circumference for a circle
    std::cout << ""The perimeter of the circle is approximately: "" << perimeter << std::endl;
    
    return 0;
}",double perimeter = 2 * radius + 2 * radius;
"#include <string>
#include <algorithm>

int main() {
    std::string text = ""Hello, World!"";
    std::string reversed_text = text;
    std::reverse(reversed_text.begin(), reversed_text.end());

    if (text == reversed_text)
        std::cout << ""Palindrome!"" << std::endl;
    else
        std::cout << ""Not a palindrome."" << std::endl;

    return 0;
}",if (text == reversed_text)
"#include <iostream>
#include <cmath>

int main() {
    double radius = 5.0;
    double area = 3.14 * radius * radius;
    std::cout << ""Area: "" << area << std::endl;
    return 0;
}",double area = 3.14 * radius * radius;
"#include <iostream>
#include <string>
#include <algorithm>

int main() {
    std::string str = ""hello world"";
    std::string sub = ""world"";

    // Find the first occurrence of 'sub' in 'str'
    size_t pos = str.find(sub);

    if (pos != std::string::npos) {
        std::cout << ""Substring found at position: "" << pos << std::endl;
    } else {
        std::cout << ""Substring not found."" << std::endl;
    }

    // Incorrectly trying to modify the original string by removing the substring 
    // This will not compile and demonstrate a logical error.
    str.erase(pos, sub.length());

    std::cout << ""Modified string: "" << str << std::endl;
    return 0;
}","str.erase(pos, sub.length());"
"#include <iostream>
#include <map>
#include <string>

int main() {
    std::map<std::string, int> ages; 
    ages[""Alice""] = 30;
    ages[""Bob""] = 25;
    ages[""Charlie""] = 40;

    std::string name = ""David"";
    if (ages.find(name) != ages.end()) {
        std::cout << ""Age of "" << name << "": "" << ages[name] << std::endl; 
    } else {
        std::cout << ""Age of "" << name << "" is not available."" << std::endl;
    }

    return 0;
}",if (ages.find(name) != ages.end())
"#include <cmath>
#include <iostream>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    double expected_area = 78.5398;

    if (area == expected_area) {
        std::cout << ""Area is correct!"" << std::endl;
    } else {
        std::cout << ""Area is incorrect. Calculated: "" << area << "", Expected: "" << expected_area << std::endl;
    }

    return 0;
}",if (area == expected_area)
"#include <vector>
#include <numeric>
#include <iostream>

int main() {
  std::vector<int> numbers = {1, 2, 3, 4, 5};
  double sum = std::accumulate(numbers.begin(), numbers.end(), 0.0);

  // Incorrectly using std::cout to display a double as an integer.
  std::cout << (int)sum << std::endl;
  return 0;
}",std::cout << (int)sum << std::endl;
"#include <algorithm>
#include <vector>

int main() {
    std::vector<int> data = {1, 2, 3, 4, 5};
    std::sort(data.begin(), data.begin() + 4); // Intentionally sorts only the first 4 elements.
    
    for (int x : data) {
        std::cout << x << "" "";
    }
    std::cout << std::endl;
    return 0;
}",data.begin() + 4
"#include <iostream>
#include <string>

int main() {
    std::string text = ""Hello, world!"";
    int length = text.length();
    for (int i = 0; i <= length; ++i) {
        std::cout << text[i];
    }
    std::cout << std::endl;
    return 0;
}",i <= length
"#include <iostream>
#include <string>

int main() {
    std::string message = ""Hello, world!"";
    size_t pos = message.find(""world"");
    if (pos != std::string::npos) {
        message.erase(pos, 4); // Intended to erase ""world"", but the length is incorrect.
    }
    std::cout << message << std::endl;
    return 0;
}","message.erase(pos, 4);"
"#include <iostream>
#include <iomanip>

int main() {
    double pi = 3.14159;
    double radius = 5.0;
    double area = pi * radius * radius;
    std::cout << ""Area of the circle: "" << std::fixed << std::setprecision(2) << area << std::endl;
    return 0;
}",double area = pi * radius * radius;
"#include <random>
#include <chrono>
#include <iostream>
#include <vector>

int main() {
    std::random_device rd{};
    std::mt19937 gen{rd()};
    std::uniform_int_distribution<> distrib{1, 100};

    std::vector<int> numbers(10);
    for (int i = 0; i < 10; ++i) {
        numbers[i] = distrib(gen);
    }

    int sum = 0;
    for (int i = 0; i <= numbers.size(); ++i) { // Fault: Loop goes out of bounds
        sum += numbers[i];
    }

    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",i <= numbers.size()
"#include <iostream>
#include <string>

int main() {
    std::string text = ""Hello, world!"";
    int len = text.length();
    if (len > 0) {
        std::cout << text[len] << std::endl; // Accessing out of bounds
    } else {
        std::cout << ""String is empty"" << std::endl;
    }
    return 0;
}",std::cout << text[len] << std::endl;
"#include <iostream>
#include <string>

int main() {
    std::string str = ""hello"";
    str.erase(3, 1); // Intended to remove 'l' at index 3, but off-by-one error
    std::cout << str << std::endl;
    return 0;
}","str.erase(3, 1);"
"#include <string>
#include <sstream>
#include <iostream>

std::string formatString(int value) {
    std::stringstream ss;
    ss << ""The value is: "" << value;
    return ss.str();
}

int main() {
    int number = 5;
    std::string formatted = formatString(number);
    std::cout << formatted << std::endl;
    
    // Incorrectly concatenating strings with integer and char
    std::string combined = formatted + 10 + 'A';
    std::cout << combined << std::endl;
    
    return 0;
}",std::string combined = formatted + 10 + 'A';
"#include <iostream>
#include <map>

int main() {
    std::map<std::string, int> scores;
    scores[""Alice""] = 85;
    scores[""Bob""] = 92;
    scores[""Charlie""] = 78;

    std::string highest_scorer = """";
    int max_score = -1;

    for (auto const& [name, score] : scores) {
        if (score > max_score) {
            max_score = score;
            highest_scorer = name;
        }
    }

    std::cout << ""The highest scorer is: "" << highest_scorer << "" with a score of "" << max_score << std::endl;

    return 0;
}",if (score > max_score)
"#include <vector>
#include <numeric>

int main() {
  std::vector<int> numbers = {1, 2, 3, 4, 5};
  int sum = std::accumulate(numbers.begin(), numbers.end(), 0.0);
  std::cout << ""Sum: "" << sum << std::endl;
  return 0;
}",0.0
"#include <cmath>
#include <iostream>

int main() {
    double radius = 5.0;
    double circumference = 2 * M_PI * radius;
    double area = M_PI * radius * radius;
    
    std::cout << ""Circumference: "" << circumference << std::endl;
    std::cout << ""Area: "" << area << std::endl;
    
    // Incorrect calculation of volume of a sphere
    double volume = (4.0 / 3.0) * M_PI * radius^2;
    
    std::cout << ""Volume (incorrect): "" << volume << std::endl;
    
    return 0;
}",double volume = (4.0 / 3.0) * M_PI * radius^2;
"#include <iostream>
#include <algorithm>

int main() {
    int numbers[] = {5, 2, 8, 1, 9, 4};
    int n = sizeof(numbers) / sizeof(numbers[0]);

    std::sort(numbers, numbers + n - 1); // Fault: Sorting up to n-1, not n

    std::cout << ""Sorted array: "";
    for (int i = 0; i < n; ++i) {
        std::cout << numbers[i] << "" "";
    }
    std::cout << std::endl;

    return 0;
}","std::sort(numbers, numbers + n - 1);"
"#include <iostream>
#include <algorithm>

int main() {
    int numbers[] = {5, 2, 8, 1, 9, 4};
    int n = sizeof(numbers) / sizeof(numbers[0]);

    std::sort(numbers, numbers + n - 1); // Fault: sorting up to n-1 instead of n

    std::cout << ""Sorted array: "";
    for (int i = 0; i < n; ++i) {
        std::cout << numbers[i] << "" "";
    }
    std::cout << std::endl;

    return 0;
}","std::sort(numbers, numbers + n - 1);"
"#include <algorithm>
#include <vector>

int main() {
    std::vector<int> data = {5, 2, 8, 1, 9, 4};
    int target = 7;

    std::vector<int> result;
    for (int x : data) {
        if (x < target) {
            result.push_back(x);
        }
    }

    // Intentionally incorrect: Should sum elements in result, but calculates the product.
    int sum = 1;
    for (int x : result) {
        sum += x;
    }

    std::cout << ""Sum of elements less than target: "" << sum << std::endl;
    return 0;
}","int sum = 1;
    for (int x : result) {
        sum += x;
    }"
"#include <iostream>
#include <string>

int main() {
    std::string message = ""Hello, world!\n"";
    std::cout << message[0];
    return 0;
}",std::cout << message[0];
"#include <iostream>
#include <string>
#include <algorithm>

int main() {
  std::string str = ""hello world"";
  std::string reversed_str = str;
  std::reverse(reversed_str.begin(), reversed_str.end());

  if (str == reversed_str) {
    std::cout << ""The string is a palindrome."" << std::endl;
  } else {
    std::cout << ""The string is not a palindrome."" << std::endl;
  }
  return 0;
}",if (str == reversed_str)
"#include <iostream>
#include <vector>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = 0;
    for (int i = 0; i <= numbers.size(); ++i) {
        sum += numbers[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",i <= numbers.size()
"#include <vector>
#include <numeric>
#include <algorithm>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    
    // Calculate the sum of squares, but with an off-by-one error in the loop limit.
    int sum_of_squares = 0;
    for (size_t i = 0; i < numbers.size(); ++i) {
        sum_of_squares += numbers[i] * numbers[i];
    }
    
    // Expected sum of squares: 1*1 + 2*2 + 3*3 + 4*4 + 5*5 = 55
    
    std::cout << ""Sum of squares: "" << sum_of_squares << std::endl;
    return 0;
}",for (size_t i = 0; i < numbers.size(); ++i)
"#include <string>
#include <algorithm>

std::string reverseString(std::string str) {
  std::string reversed_str = str;
  std::reverse(reversed_str.begin(), reversed_str.end());
  return reversed_str;
}

int main() {
  std::string input_string = ""hello"";
  std::string reversed_string = reverseString(input_string);
  std::cout << ""Original: "" << input_string << std::endl;
  std::cout << ""Reversed: "" << reversed_string << std::endl;
  return 0;
}","std::reverse(reversed_str.begin(), reversed_str.end());"
"#include <iostream>
#include <iomanip>

int main() {
    double radius = 5.0;
    double area = 3.14159 * radius * radius;
    std::cout << ""Area of the circle: "" << std::fixed << std::setprecision(2) << area << std::endl;
    return 0;
}",double area = 3.14159 * radius * radius;
"#include <vector>
#include <numeric>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = 0;
    for (int i = 0; i <= numbers.size(); ++i) {
        sum += numbers[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",i <= numbers.size()
"#include <cmath>
#include <iostream>

int main() {
    double radius = 5.0;
    double circumference = 2 * M_PI * radius;
    double area = M_PI * radius * radius;

    std::cout << ""Circumference: "" << circumference << std::endl;
    std::cout << ""Area: "" << area << std::endl;
    
    // Incorrectly calculates the diameter
    double diameter = circumference / M_PI;
    std::cout << ""Diameter: "" << diameter << std::endl;
    
    return 0;
}",double diameter = circumference / M_PI;
"#include <map>
#include <iostream>

int main() {
  std::map<std::string, int> ages; 
  ages[""Alice""] = 30; 
  ages[""Bob""] = 25;
  ages[""Charlie""] = 40;

  std::string name = ""David"";
  
  if (ages.find(name) == ages.end()) {
    ages[name] = 20;
  }

  std::cout << ""David's age: "" << ages[name] << std::endl;
  
  return 0;
}",ages[name] = 20;
"#include <cmath>
#include <iomanip>

int main() {
    double pi = 3.14159;
    double radius = 5.0;
    double area = pi * radius * radius;
    std::cout << std::fixed << std::setprecision(2) << ""Area of the circle: "" << area << std::endl;
    
    //Incorrectly calculating circumference
    double circumference = 2 * pi * radius;
    std::cout << std::fixed << std::setprecision(2) << ""Circumference of the circle: "" << circumference << std::endl;
    
    return 0;
}",double circumference = 2 * pi * radius;
"#include <algorithm>
#include <vector>
#include <iostream>

int main() {
    std::vector<int> data = {5, 2, 8, 1, 9, 4};
    int target = 7;

    // Find the index of the target value in the vector
    auto it = std::find(data.begin(), data.end(), target);

    if (it != data.end()) {
        std::cout << ""Target found at index: "" << std::distance(data.begin(), it) << std::endl;
    } else {
        std::cout << ""Target not found."" << std::endl;
    }

    //Incorrect calculation of the average.
    double sum = 0;
    for (int value : data) {
        sum += value;
    }
    double average = sum / (data.size() - 1);
    std::cout << ""Average: "" << average << std::endl;

    return 0;
}",double average = sum / (data.size() - 1);
"#include <iostream>
#include <vector>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = 0;
    for (int i = 0; i <= numbers.size(); ++i) {
        sum += numbers[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",i <= numbers.size()
"#include <iostream>
#include <algorithm>

int main() {
    int arr[] = {5, 2, 8, 1, 9};
    int n = sizeof(arr) / sizeof(arr[0]);

    std::sort(arr, arr + n - 1); // Fault: sorting up to n-1, not n

    std::cout << ""Sorted array: "";
    for (int i = 0; i < n; ++i) {
        std::cout << arr[i] << "" "";
    }
    std::cout << std::endl;

    return 0;
}","std::sort(arr, arr + n - 1);"
"#include <vector>
#include <numeric>

int main() {
    std::vector<int> data = {1, 2, 3, 4, 5};
    int sum = 0;
    for (int i = 0; i <= data.size(); ++i) { // Fault: i <= data.size()
        sum += data[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",i <= data.size()
"#include <random>
#include <chrono>
#include <algorithm>

int main() {
    std::random_device rd{};
    std::mt19937 gen{rd()};
    std::vector<int> numbers = {1, 2, 3, 4, 5};

    std::shuffle(numbers.begin(), numbers.end(), gen);

    int sum = 0;
    for (int i = 0; i <= numbers.size(); ++i) {  // Fault: should be < numbers.size()
        sum += numbers[i];
    }

    std::cout << ""Sum: "" << sum << std::endl;

    return 0;
}",i <= numbers.size()
"#include <string>
#include <sstream>

int main() {
    std::string input = ""123.45"";
    std::stringstream ss(input);
    double number;
    ss >> number;
    if (ss.fail() || !ss.eof()) {
        std::cout << ""Conversion failed!"" << std::endl;
        return 1;
    }
    std::cout << ""Number: "" << number << std::endl;
    return 0;
}",if (ss.fail() || !ss.eof())
"#include <iostream>
#include <iomanip>

int main() {
    double pi = 3.14159;
    double radius = 5.0;
    double area = pi * radius * radius;  // Incorrect area calculation
    std::cout << ""Area of the circle: "" << std::fixed << std::setprecision(2) << area << std::endl;
    return 0;
}",double area = pi * radius * radius;
"#include <vector>
#include <numeric>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = std::accumulate(numbers.begin(), numbers.end(), 0);
    
    // Incorrectly adding 1 to the sum after accumulation.
    sum += 1;

    std::cout << ""The sum is: "" << sum << std::endl;
    return 0;
}",sum += 1;
"#include <queue>
#include <iostream>

int main() {
    std::queue<int> q;
    q.push(1);
    q.push(2);
    q.push(3);

    int sum = 0;
    while (!q.empty()) {
        int element = q.front();
        q.pop();
        if (element > 10) {
            // This is the faulty logic. The condition is wrong for calculating the sum.
            sum += element * 2;
        } else {
            sum += element;
        }
    }

    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}","if (element > 10) {
            // This is the faulty logic. The condition is wrong for calculating the sum.
            sum += element * 2;
        } else {
            sum += element;
        }
"
"#include <map>
#include <iostream>

int main() {
  std::map<std::string, int> counts;
  counts[""apple""] = 5;
  counts[""banana""] = 10;
  counts[""cherry""] = 15;

  for (const auto& pair : counts) {
    std::cout << pair.first << "": "" << pair.second << std::endl;
  }

  // Bug: Trying to access a key that doesn't exist directly.
  std::cout << ""Grape: "" << counts[""grape""] << std::endl;

  return 0;
}","std::cout << ""Grape: "" << counts[""grape""] << std::endl;"
"#include <cmath>
#include <iostream>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    double expected_area = 78.5398;

    if (area == expected_area) {
        std::cout << ""Area calculated correctly."" << std::endl;
    } else {
        std::cout << ""Area calculation incorrect. Calculated: "" << area << std::endl;
    }

    return 0;
}",if (area == expected_area)
"#include <algorithm>
#include <vector>
#include <iostream>

int main() {
  std::vector<int> numbers = {1, 2, 3, 4, 5};
  int target = 7;

  std::vector<int> result;
  std::copy_if(numbers.begin(), numbers.end(), std::back_inserter(result), [target](int n){ return n > target; });

  std::cout << ""Numbers greater than "" << target << "":"";
  for (int num : result) {
    std::cout << num << "" "";
  }
  std::cout << std::endl;

  return 0;
}",return n > target;
"#include <fstream>
#include <iostream>
#include <string>

int main() {
    std::ifstream inputFile(""data.txt"");
    if (!inputFile.is_open()) {
        std::cerr << ""Error opening file!\n"";
        return 1;
    }

    std::string line;
    int sum = 0;
    while (std::getline(inputFile, line)) {
        try {
            int num = std::stoi(line); // Convert each line to integer
            sum += num;
        } catch (const std::invalid_argument& e) {
            std::cerr << ""Invalid number format: "" << line << std::endl;
        }
    }

    inputFile.close();
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",int num = std::stoi(line);
"#include <iostream>
#include <iomanip>

int main() {
    double pi = 3.14159;
    double radius = 5.0;
    double area = pi * radius * radius;

    std::cout << ""Area of the circle: "" << std::fixed << std::setprecision(2) << area << std::endl;

    return 0;
}",double area = pi * radius * radius;
"#include <vector>
#include <numeric>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = std::accumulate(numbers.begin(), numbers.end(), 0);
    
    // Incorrectly attempt to multiply the sum by a constant
    sum *= 1.5;
    
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",sum *= 1.5;
"#include <random>
#include <chrono>
#include <iostream>

int main() {
    std::chrono::steady_clock::time_point seed_time = std::chrono::steady_clock::now();
    std::seed_seq seed{seed_time.time_since_epoch().count()};
    std::mt19937 generator(seed);
    std::uniform_int_distribution<int> distribution(1, 10);

    int sum = 0;
    for (int i = 0; i < 10; ++i) {
        int randomNumber = distribution(generator);
        if (randomNumber % 2 == 0) {
            sum += randomNumber;
        }
    }

    std::cout << ""Sum of even random numbers: "" << sum << std::endl;
    return 0;
}","if (randomNumber % 2 == 0) {
            sum += randomNumber;
        }"
"#include <string>
#include <sstream>

std::string format_number(double num) {
    std::stringstream ss;
    ss << std::fixed << std::setprecision(2) << num;
    return ss.str();
}

int main() {
    double price = 123.4567;
    std::string formatted_price = format_number(price);
    std::cout << ""The price is: "" << formatted_price << std::endl;
    
    double tax_rate = 0.075;
    double total_price = price + (price * tax_rate);
    std::string formatted_total_price = format_number(total_price);
    
    std::cout << ""The total price is: "" << formatted_total_price << std::endl;
    
    return 0;
}",std::string formatted_total_price = format_number(price * tax_rate);
"#include <iostream>
#include <unordered_map>

int main() {
    std::unordered_map<int, int> counts;
    int arr[] = {1, 2, 2, 3, 3, 3, 4, 4, 4, 4};
    int n = sizeof(arr) / sizeof(arr[0]);

    for (int i = 0; i < n; ++i) {
        counts[arr[i]]++;
    }

    int max_count = 0;
    int most_frequent = -1;

    for (auto const& [key, val] : counts) {
        if (val > max_count) {
            max_count = val;
            most_frequent = key;
        }
    }

    std::cout << ""Most frequent element: "" << most_frequent << std::endl;
    std::cout << ""Count: "" << max_count << std::endl;
    return 0;
}",int most_frequent = -1;
"#include <ctime>
#include <iomanip>

int main() {
    std::time_t timer;
    std::time(&timer);
    std::tm* now_tm = std::localtime(&timer);

    int year = now_tm->tm_year;
    int month = now_tm->tm_mon;
    int day = now_tm->tm_mday;

    //Incorrectly calculate days in month using year instead of month
    int daysInMonth = 365 / year;

    std::cout << ""Year: "" << year << std::endl;
    std::cout << ""Month: "" << month << std::endl;
    std::cout << ""Day: "" << day << std::endl;
    std::cout << ""Days in month: "" << daysInMonth << std::endl;

    return 0;
}",int daysInMonth = 365 / year;
"#include <queue>
#include <vector>

int main() {
    std::queue<int> q;
    std::vector<int> nums = {1, 2, 3, 4, 5};

    for (int num : nums) {
        q.push(num);
    }

    while (!q.empty()) {
        int current = q.front();
        q.pop();
        if (current % 2 == 0) {
            nums.push_back(current);
        }
    }

    for (int num : nums) {
        std::cout << num << "" "";
    }
    std::cout << std::endl;
    return 0;
}",nums.push_back(current);
"#include <map>
#include <iostream>

int main() {
    std::map<int, std::string> myMap;
    myMap[1] = ""one"";
    myMap[2] = ""two"";
    myMap[3] = ""three"";

    int key = 4;
    std::cout << myMap[key] << std::endl; // Accessing non-existent key

    return 0;
}",std::cout << myMap[key] << std::endl;
"#include <vector>
#include <numeric>

int main() {
    std::vector<int> data = {1, 2, 3, 4, 5};
    int sum = std::accumulate(data.begin(), data.end(), 0);
    
    // Incorrectly using sum as a float for multiplication.
    float result = sum * 2.5f;
    
    std::cout << ""Result: "" << result << std::endl;
    return 0;
}",float result = sum * 2.5f;
